danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,audio_features,6foY66mWZN0pSRjZ408c00,234347,4,0.325,1.0,0.468,0.531
0.622,0.444,4,-6.06,1,0.027,0.795,0.0,0.152,0.603,141.952,audio_features,47Xj8eIAp7hYOOqArmkqZE,209427,4,0.495,1.0,0.864,0.772
0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,audio_features,7qTaDOcld0VmBWXnkbUj45,185600,4,0.202,0.943,0.181,0.207
0.749,0.729,6,-3.19,0,0.0321,0.261,0.0,0.113,0.816,111.004,audio_features,3rUGC1vUpkDG9CZFHMur1t,131872,1,0.962,0.051,0.358,0.537
0.821,0.575,5,-6.57,0,0.0589,0.173,0.000242,0.114,0.611,136.962,audio_features,4E63weMCaNZuGPEFMnuEi8,159401,4,0.765,0.932,0.234,0.458
0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,audio_features,36gcliMRX1vCpgnrZE3dFZ,172253,4,0.86,0.807,0.065,0.449
0.66,0.379,4,-9.357,1,0.0543,0.798,0.0,0.0913,0.0762,124.027,audio_features,4l0RmWt52FxpVxMNni6i63,170227,4,0.24,1.0,0.433,0.59
0.543,0.857,8,-3.341,1,0.0945,0.502,0.0,0.119,0.321,129.918,audio_features,51hyZpbJlIgZIaX3TtMxmu,143940,4,0.42,1.0,0.291,0.473
0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,audio_features,7l9IqDtVWJurTvkQHq1BGh,207120,4,0.744,1.0,0.334,0.516
0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,audio_features,7l97ElWmIdVHWUaOeeU5ZC,175027,4,0.059,0.628,0.445,0.511
0.707,0.811,8,-5.003,1,0.0338,0.0237,5.16e-06,0.153,0.672,113.022,audio_features,0tFRxPQHvAUMTbWYRJUo8R,180393,4,0.973,1.0,0.647,0.674
0.667,0.829,2,-3.74,1,0.0509,0.0168,0.0,0.155,0.265,98.014,audio_features,4mFcwFOlSCxp6hjemRXwpd,122416,4,0.725,1.0,0.227,0.446
0.436,0.153,0,-9.522,1,0.0454,0.911,0.0,0.129,0.415,71.684,audio_features,4Ey0LK1HzksUqm9JLzzKuD,202340,4,0.017,0.159,0.564,0.621
0.759,0.548,9,-6.049,0,0.0289,0.0379,0.0,0.0828,0.75,116.963,audio_features,6v3KW9xbzN5yKLt9YKDYA2,190800,4,0.812,1.0,0.443,0.526
0.618,0.793,5,-5.794,1,0.0506,0.0103,0.00463,0.235,0.198,75.524,audio_features,2H2ytI7ompfNmRkI2sq8Uk,174880,4,0.003,0.77,0.671,0.559
0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,audio_features,2ogKhhoMClkFXek7ZgxAhN,219742,4,0.216,1.0,0.575,0.494
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,1rfofaqEpACxVEHIZBJe6W,217307,4,0.72,0.995,0.771,0.64
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,206071,4,0.773,1.0,0.414,0.599
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,audio_features,4eWQlBRaTjPPUlzacqEeoQ,226973,4,0.654,0.918,0.594,0.603
0.739,0.682,1,-6.872,1,0.126,0.0786,3.88e-05,0.106,0.471,124.894,audio_features,6G53gri09h5KXRegSCcWy9,181840,4,0.353,1.0,0.258,0.488
0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,audio_features,3yOlyBJuViE2YSGn3nVE1K,170746,4,0.565,1.0,0.543,0.516
0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,180000,4,0.226,1.0,0.601,0.689
0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,audio_features,2GyA33q5rti5IxkMQemRDH,223853,4,0.72,1.0,0.417,0.382
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,6XjDF6nds4DE2BBbagZol6,222000,4,0.791,1.0,0.492,0.499
0.763,0.626,5,-5.637,0,0.0433,0.0859,0.225,0.205,0.78,100.02,audio_features,5Uptvz6j1sjDKxidAcnH2L,156171,4,0.661,1.0,0.605,0.558
0.725,0.671,4,-6.409,0,0.0557,0.0661,9.08e-05,0.36,0.353,96.974,audio_features,4IJWhehNLXru5WfS71EWSx,192000,4,0.469,1.0,0.619,0.462
0.776,0.737,1,-5.52,0,0.0636,0.0979,6.46e-05,0.0693,0.547,97.011,audio_features,2kvpHbQHp9QmcG9WhyLwco,173786,4,0.912,1.0,0.322,0.411
0.846,0.755,10,-2.47,0,0.0738,0.0361,0.0,0.0448,0.883,96.002,audio_features,0GJwUAlBMJTbY4VE7iE761,205145,4,0.725,1.0,0.587,0.599
0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,audio_features,0lREs0EdgrMQQKw00yx0Ct,153750,4,0.867,1.0,0.486,0.489
0.724,0.675,5,-8.166,0,0.0499,0.143,7.61e-05,0.208,0.414,97.988,audio_features,3YkpOplxxP5U32K6Eq4irv,169011,4,0.33,1.0,0.0,0.233
0.765,0.872,1,-5.863,1,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,audio_features,0NO2zL0kw8sGGnaMvHKAZF,237474,4,0.826,1.0,0.317,0.645
0.773,0.795,8,-6.362,0,0.174,0.262,0.0,0.278,0.736,96.955,audio_features,2vUxVG2aZe293MJQ4GtcVz,198879,4,0.574,1.0,0.37,0.373
0.857,0.598,11,-7.202,1,0.0756,0.0341,0.0,0.476,0.574,98.059,audio_features,17SRuSYEW2fdGok0m0vAsO,155723,4,0.238,1.0,0.432,0.424
0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,244960,4,0.314,1.0,0.643,0.618
0.752,0.488,6,-7.05,1,0.0705,0.293,9.2e-06,0.0936,0.533,136.07,audio_features,6FZDfxM3a3UCqtzo5pxSLZ,201661,4,0.726,1.0,0.562,0.585
0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,audio_features,7FGq80cy8juXBCD2nrqdWU,170770,4,0.17,0.966,0.467,0.642
0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,audio_features,5k38wzpLb15YgncyWdTZE4,268867,4,0.468,1.0,0.657,0.668
0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,audio_features,4a9tbd947vo9K8Vti9JwcI,229773,4,0.732,1.0,0.518,0.563
0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.992,audio_features,3Z8FwOEN59mRMxDCtb8N0A,172762,4,0.004,0.81,0.448,0.505
0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,audio_features,3OzCF9i6Ey7EkkAYJztmKp,181279,4,0.597,0.982,0.72,0.61
0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,audio_features,1Ao5nOuAUm42ob1UVvOkgW,101790,4,0.312,1.0,0.235,0.562
0.552,0.662,6,-6.225,0,0.0548,9.18e-05,0.0,0.143,0.572,79.973,audio_features,16nCYYc1lCxCyvaR1lgo0i,148732,4,0.234,0.867,0.374,0.519
0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,120.001,audio_features,2IO7yf562c1zLzpanal1DT,199593,4,0.462,1.0,0.561,0.587
0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,audio_features,7bywjHOc0wSjGGbj04XbVi,196800,4,0.649,1.0,0.478,0.571
0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,audio_features,7iQXYTyuG13aoeHxGG28Nh,162768,4,0.108,0.971,0.159,0.139
0.794,0.729,4,-5.424,0,0.111,0.181,0.0,0.105,0.54,92.967,audio_features,7s4emXHJwAuo5VvGBXmnBL,201936,4,0.38,0.796,0.319,0.367
0.858,0.665,11,-4.772,1,0.152,0.126,0.0,0.119,0.659,100.09,audio_features,1hZsWUnLbqRw09jLAMQSsb,195587,4,0.163,0.991,0.161,0.731
0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,audio_features,2CeKVsFFXG4QzA415QygGb,155960,4,0.526,1.0,0.0,0.047
0.805,0.89,11,-1.502,0,0.0634,0.0704,0.0,0.121,0.489,93.037,audio_features,0rNqDh9zWWJVTLS4VfceHP,180360,4,0.077,1.0,0.442,0.463
0.769,0.842,1,-3.164,1,0.0446,0.169,3.23e-05,0.266,0.417,97.04,audio_features,6BpZpCM8d8FJnVnr1IbnFL,131853,4,0.569,1.0,0.225,0.376
0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,audio_features,0T2pB7P1VdXPhLdQZ488uH,171880,4,0.324,1.0,0.375,0.508
0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,196600,4,0.499,1.0,0.682,0.657
0.757,0.789,5,-3.46,0,0.0583,0.307,0.0,0.0717,0.464,91.911,audio_features,5jt25aFjW2kNoBqaEVaz5W,202174,4,0.096,0.986,0.5,0.623
0.786,0.854,10,-2.4,0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,audio_features,0LZy30mVmxqUpdQmaXKXBd,278644,4,0.297,1.0,0.649,0.674
0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,audio_features,7iUtQNMRB8ZkKC4AmEuCJC,174230,4,0.883,1.0,0.779,0.672
0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,audio_features,7ABLbnD53cQK00mhcaOUVG,197920,4,0.501,1.0,0.592,0.703
0.827,0.677,9,-6.342,1,0.072,0.0529,0.0,0.402,0.599,91.985,audio_features,0QoaFLmBJyuVuzOIGy6iCS,229738,4,0.843,1.0,0.357,0.385
0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,audio_features,4HYDUMY0xSpeBr0AMY9cUz,219048,4,0.015,1.0,0.572,0.557
0.715,0.642,10,-7.492,0,0.0515,0.0687,0.0,0.0997,0.169,105.964,audio_features,4PA1wK0leCjmRZlP5dQ8Lv,191321,4,0.144,1.0,0.633,0.657
0.677,0.719,1,-3.489,0,0.145,0.299,0.0,0.0978,0.558,97.948,audio_features,7y8wfdPTJT94sIs6LnGDJC,225155,4,0.626,0.953,0.569,0.535
0.715,0.611,4,-5.094,0,0.0519,0.176,0.0,0.0949,0.776,79.971,audio_features,655JkvIwu2rDCaD1hPf04g,195333,4,0.071,1.0,0.319,0.363
0.832,0.871,9,-1.81,0,0.0527,0.201,0.0,0.0856,0.743,106.993,audio_features,2vh03XeMmNRwxiAztk01Pe,197383,4,0.843,0.866,0.492,0.421
0.677,0.722,2,-4.443,0,0.0626,0.538,0.0,0.11,0.786,172.0,audio_features,1A9PKAFEHMWgXNLpgf7k4J,173452,4,0.587,1.0,0.505,0.515
0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,175238,4,0.808,0.789,0.898,0.773
0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,23L5CiUhw2jV1OIMwthR3S,195707,4,0.077,1.0,0.583,0.54
0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,audio_features,40YcuQysJ0KlGQTeGUosTC,251467,4,0.74,0.963,0.778,0.703
0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,audio_features,4e4fqjx0Izh4svvTef1z7e,164205,4,0.185,0.849,0.371,0.394
0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,audio_features,3YfGTvsTAWGC2lgoDOikUz,160530,4,0.814,1.0,0.847,0.74
0.588,0.88,7,-5.15,1,0.0354,0.0243,6.89e-05,0.0667,0.523,130.085,audio_features,0sftzYE0YgPHXrvJyUyGjB,144649,4,0.871,0.933,0.375,0.487
0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.033,audio_features,4wqIXeDppYSMXaWsnTzpzT,198947,4,0.144,1.0,0.156,0.383
0.75,0.725,0,-7.055,0,0.0493,0.0281,0.00322,0.0864,0.276,131.976,audio_features,08APpCYHGsbJ2N9jhRgLQY,169207,4,1.0,1.0,0.551,0.598
0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,audio_features,04ZTP5KsCypmtCmQg5tH9R,195519,4,0.521,1.0,0.301,0.388
0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,audio_features,0OI7AFifLSoGzpb8bdBLLV,202805,4,0.221,0.985,0.0,0.051
0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,4bw8mcDUSRWfQo63ZTYRnU,142335,3,0.17,1.0,0.558,0.523
0.655,0.699,10,-5.809,1,0.0499,0.287,0.0,0.213,0.702,152.08,audio_features,7cXGHxIoogqDTvbuLj0dsO,209492,4,0.125,1.0,0.477,0.386
0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,audio_features,6DUdDIRgLqCGq1DwkNWQTN,207307,4,0.397,1.0,0.259,0.32
0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,audio_features,1yoMvmasuxZfqHEipJhRbp,199112,4,0.284,1.0,0.041,0.403
0.813,0.866,7,-3.239,1,0.0851,0.17,0.0,0.0421,0.647,99.994,audio_features,6gMj2DzKR2PjrrbNSwcGFR,235200,4,0.395,1.0,0.347,0.3
0.846,0.738,3,-4.537,0,0.0803,0.234,0.0,0.0987,0.949,102.978,audio_features,1S2WWT5jW9J3MauQ7r7qN4,266616,4,0.904,0.998,0.0,0.015
0.772,0.547,6,-6.373,0,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,audio_features,0JoHqmlqE0W0i9prt6kcHR,278107,4,0.407,0.998,0.346,0.424
0.882,0.934,8,-1.479,0,0.0501,0.292,0.0024,0.0549,0.611,130.032,audio_features,35FW5OEe4p38LdjK1KqT2X,171761,4,0.886,1.0,0.557,0.49
0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,audio_features,4EKZsrsCKyqr64FBHLc0DU,214293,4,0.302,0.997,0.708,0.628
0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,audio_features,387Dc03iCK2iZ6PBHU1Vb5,201181,4,0.524,0.918,0.547,0.453
0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,audio_features,7JJmb5XwzOO8jgpou264Ml,199440,4,0.842,1.0,0.0,0.305
0.443,0.82,10,-4.091,0,0.34,0.107,0.0,0.107,0.771,82.697,audio_features,3QGsuHI8jO1Rx4JWLUh9jd,187973,4,0.136,1.0,0.164,0.422
0.759,0.548,9,-6.049,0,0.0289,0.0379,0.0,0.0828,0.75,116.963,audio_features,6v3KW9xbzN5yKLt9YKDYA2,190800,4,0.812,1.0,0.443,0.526
0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,audio_features,5jsw9uXEGuKyJzs0boZ1bT,206880,4,0.093,1.0,0.195,0.376
0.554,0.662,11,-4.957,0,0.0821,0.126,0.0,0.111,0.338,148.122,audio_features,0AS63m1wHv9n4VVRizK6Hc,208733,4,0.296,1.0,0.472,0.53
0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,191467,4,0.55,0.984,0.47,0.556
0.622,0.711,5,-7.321,1,0.0665,0.0573,0.0,0.13,0.487,140.016,audio_features,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,4,0.461,1.0,0.036,0.284
0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,audio_features,6ZuahEctZD6w75peme58hm,172693,4,0.335,0.376,0.122,0.344
0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,audio_features,2GyA33q5rti5IxkMQemRDH,223853,4,0.72,1.0,0.417,0.382
0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,0U1W2LZVUX7qTm7dDpqxh6,172267,4,0.794,0.856,0.619,0.341
0.932,0.457,11,-9.62,0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,audio_features,7J1uxwnxfQLu4APicE5Rnj,294227,4,0.983,1.0,0.396,0.658
0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,audio_features,3BovdzfaX4jb5KFQwoPfAw,258400,4,0.906,1.0,0.6,0.544
0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,220627,4,0.895,0.861,0.0,0.189
0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,5T7ywazdGIydr6JCW6t02j,257760,4,0.96,1.0,0.274,0.451
0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086,audio_features,5BKKy9fIJL5uM9fz1SnqyP,245507,4,0.287,0.958,0.257,0.325
0.771,0.687,11,-9.814,1,0.0693,0.0318,0.000225,0.89,0.783,118.392,audio_features,2LlQb7Uoj1kKyGhlkBf9aC,357800,4,0.815,1.0,0.851,0.534
0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,audio_features,76HKOVWqsEg26SECtmw7Rz,298120,4,0.148,1.0,0.371,0.25
0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,46eu3SBuFCXWsPT39Yg3tJ,365467,4,0.817,1.0,0.522,0.582
0.894,0.67,11,-9.406,0,0.0474,0.172,0.000363,0.0691,0.961,127.209,audio_features,1CgmY8fVN7kstVDZmsdM5k,239027,4,0.978,0.941,0.467,0.579
0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,audio_features,4jnFqNWeJCeCRHc4HCdxfd,239227,4,0.936,1.0,0.241,0.472
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,240400,4,0.396,0.996,0.141,0.275
0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,audio_features,5E30LdtzQTGqRvNd7l6kG5,260173,4,0.541,0.997,0.114,0.249
0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,audio_features,2K7xn816oNHJZ0aVqdQsha,206280,4,0.674,0.991,0.337,0.087
0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,audio_features,7zwn1eykZtZ5LODrf7c0tS,153000,4,0.363,0.93,0.167,0.449
0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,audio_features,2xql0pid3EUwW38AsywxhV,244013,4,0.718,1.0,0.89,0.841
0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,audio_features,7IL8PSVwLOJxqYne6azxQv,234093,4,0.173,1.0,0.594,0.554
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,audio_features,7brQHA2CgQpcMBiOlfiXYb,251187,4,0.167,0.817,0.467,0.587
0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,audio_features,0EfsDEYaSjGYd66Pr881nq,235160,4,0.806,0.738,0.592,0.472
0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,audio_features,2u0CelO5c81XS7z3dGpHbS,255133,4,0.061,0.921,0.262,0.404
0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,audio_features,113xf7t4qNM7038YJvauik,245000,4,0.356,0.935,0.54,0.544
0.744,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.966,audio_features,2H1047e0oMSj10dgp7p2VG,289133,4,0.897,0.937,0.687,0.576
0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,audio_features,0xmjwnQ3FNE6HuWCt2nHdZ,272533,4,0.251,1.0,0.619,0.579
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,audio_features,6wOYnPq1hPihRepcDClPUw,284373,4,0.745,0.993,0.657,0.674
0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,audio_features,6btyEL6NwUa97Nex9cZFvo,213067,4,0.517,1.0,0.0,0.0
0.659,0.629,0,-8.685,0,0.18,0.19,0.0,0.105,0.262,94.049,audio_features,3JA9Jsuxr4xgHXEawAdCp4,219427,4,0.186,0.597,0.539,0.672
0.783,0.794,11,-2.231,0,0.12,0.105,0.0,0.304,0.805,104.963,audio_features,4hfIVhq0F0zFUcrbecsYmo,217733,4,0.19,0.995,0.344,0.399
0.732,0.716,10,-6.968,0,0.0561,0.0295,0.000758,0.73,0.666,105.093,audio_features,5NyS3oxTlos3Agl2YtZwrC,214855,4,0.789,1.0,0.367,0.35
0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,audio_features,19JdbdEwQI7bCxefMokZO8,326960,4,0.69,1.0,0.0,0.0
0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,audio_features,3opVsyWVYEAFK9bJAG8Opa,251440,4,0.268,1.0,0.34,0.331
0.831,0.868,11,-5.282,1,0.0325,0.176,0.0,0.184,0.483,131.971,audio_features,0YJW8OXw8G1xDfkzaID3vv,194438,4,0.947,1.0,0.0,0.307
0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,audio_features,68Dni7IE4VyPkTOH9mRWHr,292799,4,0.335,0.877,0.286,0.387
0.475,0.655,11,-7.342,0,0.33,0.0306,0.0,0.375,0.245,163.997,audio_features,7aqfrAY2p9BUSiupwk3svU,247444,4,0.182,1.0,0.118,0.158
0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627,audio_features,4tqcoej1zPvwePZCzuAjJd,239267,4,0.261,1.0,0.122,0.201
0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,audio_features,2wAJTrFhCnQyNSD3oUgTZO,235320,4,0.611,1.0,0.229,0.42
0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,213594,4,0.568,0.92,0.28,0.506
0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,audio_features,2uwnP6tZVVmTovzX5ELooy,241160,4,0.23,1.0,0.0,0.185
0.775,0.491,1,-7.395,0,0.297,0.366,0.0,0.117,0.309,139.897,audio_features,5RMTsrJkrtumtiIZjy7dL6,234587,4,0.07,1.0,0.963,1.0
0.807,0.49,1,-8.451,0,0.353,0.177,0.0,0.0937,0.431,113.982,audio_features,2cH8wHImerFokgmhjyhCTU,162027,4,0.571,0.952,0.893,0.791
0.793,0.492,9,-8.583,0,0.0772,0.0527,0.0,0.0646,0.198,86.978,audio_features,1yfKakY4rvI17lk20ekuRA,229187,4,0.066,1.0,0.445,0.528
0.787,0.57,3,-5.881,1,0.225,0.0449,0.0,0.135,0.733,142.974,audio_features,6T7FXSuXykeGktMLGp8WgE,223879,4,0.48,1.0,0.263,0.48
0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,audio_features,4Na2HfNSr58chvfX69fy36,144000,4,0.932,1.0,0.052,0.299
0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,audio_features,6XpEm7VJ7TZxZTawH8BCSW,147071,4,0.385,1.0,0.49,0.565
0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,audio_features,4rXLjWdF2ZZpXCVTfWcshS,125040,4,0.605,1.0,0.656,0.624
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.39,112.509,audio_features,78QR3Wp35dqAhFEc2qAGjE,145543,4,0.647,1.0,0.351,0.548
0.887,0.727,4,-4.318,0,0.135,0.381,1.16e-06,0.213,0.932,130.035,audio_features,6EUcP55GlbmsmCzfL2vxtZ,90760,4,0.946,1.0,0.44,0.537
0.916,0.595,1,-4.418,0,0.0665,0.0507,0.0,0.107,0.638,122.024,audio_features,7fzN9lz890zav0HERLvVKZ,165347,4,0.724,1.0,0.47,0.455
0.926,0.726,5,-4.669,0,0.227,0.282,0.0,0.11,0.69,137.975,audio_features,32TTewBmtmhUmYxS1ajqaJ,127853,4,0.833,1.0,0.555,0.577
0.768,0.723,1,-5.06,1,0.169,0.0167,1.47e-05,0.127,0.211,136.003,audio_features,6LAicOLiCrHw0bmaLBDbC8,148240,4,0.894,1.0,0.438,0.38
0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,audio_features,1p0rEzrK7YtdRZVtiyV7RN,195429,4,0.609,1.0,0.799,0.763
0.944,0.58,1,-3.775,0,0.202,0.0164,0.0,0.103,0.378,129.926,audio_features,41TXadM22OIJY04xSW9iuv,147720,4,0.9,1.0,0.927,0.818
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,216880,4,0.717,0.986,0.491,0.34
0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,audio_features,2nLtzopw4rPReszdYBJU6h,187520,4,0.783,0.789,0.232,0.509
0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,audio_features,3K4HG9evC7dg3N0R9cYqk4,157333,4,0.332,1.0,0.725,0.643
0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,audio_features,4Yf5bqU3NK4kNOypcrLYwU,162107,4,0.564,1.0,0.114,0.425
0.627,0.935,5,-4.882,1,0.0324,0.0092,0.0,0.147,0.287,120.092,audio_features,18lR4BzEs7e3qzc0KVkTpU,205227,4,0.834,0.997,0.392,0.422
0.541,0.969,11,-3.439,1,0.0458,0.113,0.0,0.638,0.599,140.119,audio_features,0UFDKFqW2oGspYeYqo9wjA,164427,4,0.781,1.0,0.466,0.278
0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,audio_features,3agtg0x11wPvLIWkYR39nZ,213933,4,0.375,0.995,0.307,0.428
0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,205733,4,0.855,0.974,0.62,0.53
0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,audio_features,57BrRMwf9LrcmuOsyGilwr,208960,4,0.418,1.0,0.302,0.49
